CANMOREID,NMRSNAME,ALTNAME,SITETYPE,COUNTY,COUNCIL,PARISH,ACCURACY,URL,LINK,XCOORD,YCOORD,archaeology,EX,EV,WB,EXC_19C,EXC_1900_1950,EXC_1951_1999,EXC_post2000,NOTES,REFS
9837,"SOUTH UIST, UPPER LOCH BORNISH",LOCH AN DUIN,"CAUSEWAY (PREHISTORIC), DUN (PREHISTORIC), SHEEPFOLD(S) (POST MEDIEVAL)",INVERNESS-SHIRE,WESTERN ISLES,SOUTH UIST,NGR given to the nearest 1m,https://canmore.org.uk/site/9837/,https://canmore.org.uk/site/9837/,74165,829092,"['excavated', 'trench']",1,0,0,0,0,1,0,"July 1997: Of the 17 test-pits excavated on the islet itself, 11 produced deposits typical of household middens, comprising red/yellow sandy clay with large inclusions of charcoal or peat, the waste material from peat fires. Test-pits on the eastern side of the site produced a greater amount of pottery than those excavated on the western side. The coarse plain ware found is commonly dated to the late Early Iron Age (c 300-100 BC). Pottery of this kind was found in construction deposits within the nearby broch of Dun Vulan where it is dated to the 2nd-1st centuries BC. A trench on the N side of the islet produced evidence for a poorly constructed wall standing four or five courses high, with only an inner wall facing surviving. The wall was revetted into a very homogeneous brown loamy deposit, which may have been an early turf wall. Finds from contexts within this trench include a small quantity of decorated Middle Iron Age pottery (c AD 100-300), similar in form to that found in the Dun Vulan midden. A second trench failed to show any evidence of surviving structures, and finds were limited to pottery and animal bone.","Marshall and Parker Pearson, P and M.ˇ(1998)ˇ'Upper Loch Bornish (South Uist parish), Early and Middle Iron Age island dun', Discovery Excav Scot, 1998. Page(s): 105; Marshall, P., and Pearson, M.P.P.,  (2012) Excavations of an Iron Age islet settlement in Upper Loch  Bornish in Pearson, M.P.P., (ed) From Machair to Mountains. Oxbow Books. https://www.jstor.org/stable/j.ctvh1dtsm"
10095,"NORTH UIST, VALLAY STRAND, EILEANN MALEIT",,"AISLED ROUNDHOUSE (IRON AGE), DUN (PERIOD UNASSIGNED), WHEELHOUSE (IRON AGE)",INVERNESS-SHIRE,WESTERN ISLES,NORTH UIST,NGR given to the nearest 10m,https://canmore.org.uk/site/10095/,https://canmore.org.uk/site/10095/,77480,873880,"['excavation', 'excavated', 'excavations', 'trench']",1,0,0,1,0,1,0,"The 1995 excavation: NF 7748 7388 Small scale excavations were carried out on the tidal islet settlement of Eilean Maleit, originally excavated by Beveridge in the early part of this century. The excavations were designed to test the hypothesis that the site represented a wheelhouse built into an earlier Atlantic roundhouse or broch. No finds are recorded from the recent work. Beveridge had left unexcavated deposits in situ. Beveridge?s finds [2, pl. next p. 213: 6]. The pottery included many sherds, one apparently an Everted Rim vessel with neck-band decoration ? that is, an applied cordon pressed into loops into the angle of the rim. Another sherd has a raised, running S-scroll and a third has an incised pattern of triangles and hatching over an applied zig-zag cordon; the last looks like a Balevullin vase. Also in the National Museums collection is a wall sherd with a zig-zag applied cordon with a pattern of incised lines above it, presumably from an elaborately decorated Balevullin vase; it is remarkably similar to vessels from the Broch of Ayre in Orkney (HY40 1), and of course from Foshigarry (NF77 6 Fired clay: 1 spindle whorl made from a cut-down sherd [2, ibid.]. Stone: 1 schist disc 32mm (1.25 in) in diameter, 1 hammerstone, and 1 lump of pumice.","Armit, I.ˇ(1998j)ˇ'Re-excavation of an Iron Age wheelhouse and earlier structure at Eilean Maleit, North Uist, Proc Soc Antiq Scot, vol. 128, 1, 1998. Page(s): 255-271; Beveridge, E. (1911) North Uist: its archaeology and topography, with notes upon the early history of the Outer Hebrides. Edinburgh. Page(s): 207-9, No. 71 plan and illusts RCAHMS Shelf Number: D.14.2.UIS"
12142,DUN LAGAIDH,,"CASTLE (MEDIEVAL), FORT (IRON AGE), GALLERIED DUN (IRON AGE)",ROSS AND CROMARTY,HIGHLAND,LOCHBROOM,NGR given to the nearest 10m,https://canmore.org.uk/site/12142/,https://canmore.org.uk/site/12142/,214230,891350,"['excavation', 'excavated', 'excavations', 'trench', 'trenches', 'dug']",1,0,0,0,0,1,0,"Excavations by MacKie in 1967-8 A C.14 date of c. 565 BC was obtained for a carbonised branch under the fort wall. The only artifact found in association was a fragment of thin bronze, possibly part of a mirror or razor.","MacKie, E W.ˇ(1969e)ˇ'Dun Lagaidh', Current Archaeology, vol. 2, 1, 1969, No.12 January. Page(s): 8-13 Illust 9, 10, 11, 12, Plan 8 ; MacKie, E W. (1967c) 'Lochbroom, Dun Lagaidh vitrified fort and broch', Discovery Excav Scot, 1967. Page(s): 47 ; MacKie, E W. (1968a) 'Lochbroom, Dun Lagaidh', Discovery Excav Scot, 1968. Page(s): 41-2 ; MacKie, E W. (1969d) 'Lochbroom, Dun Lagaidh, vitrified fort', Discovery Excav Scot, 1969. Page(s): 45; MacKie, E W. (1974) 'Some new quernstones from brochs and duns.', Proc Soc Antiq Scot Vol. 104, p.137-46; MacKie, E W. (2007) The Roundhouses, Brochs and Wheelhouses of Atlantic Scotland c. 700 BC - AD 500, Part 2, Volumes II"
12146,DUN AN RUIGH RUADH,RHIROY,"BROCH (IRON AGE), GALLERIED DUN (IRON AGE), SHEEP DIP (POST MEDIEVAL), SHEEPFOLD (POST MEDIEVAL)",ROSS AND CROMARTY,HIGHLAND,LOCHBROOM,NGR given to the nearest 10m,https://canmore.org.uk/site/12146/,https://canmore.org.uk/site/12146/,214930,890080,"['excavation', 'excavated', 'excavations']",1,0,0,0,0,1,0,"Excavations by MacKie in 1968 revealed a flattened circle on plan. Finds include several rotary querns, a stone pot lid, a jet counter, hammer stones, and a silver finger ring. FINGER RING (Iron Age - 550 BC? to 560 AD?)
ROTARY QUERN (Iron Age - 550 BC? to 560 AD?)
ARMLET (Iron Age - 550 BC? to 560 AD?)
DISC (Iron Age - 550 BC? to 560 AD?)
SPINDLE WHORL (Iron Age - 550 BC? to 560 AD?)
SHERD (Iron Age - 550 BC? to 560 AD?)
SCRAPER (TOOL) (Iron Age - 550 BC? to 560 AD?)
FLAKE (Iron Age - 550 BC? to 560 AD?)
DOOR FITTING (Iron Age - 550 BC? to 560 AD?)
HAMMERSTONE (Iron Age - 550 BC? to 560 AD?)
LID (Iron Age - 550 BC? to 560 AD?)
COUNTER (Iron Age - 550 BC? to 560 AD?)Radio carbon dates from (MacKie1980: 77): Phases 1-4RRBE Red deer metatarsalRRBZ Cattle upper molar. Fragment of longbonePhase 4RRAD Cattle 2 upper molarsSheep vertebra Red deer: vertebra, femurRRAJ Cattle 1st phalanx (new born)Sheep mandible (part) 2 ribs. Femurfragment.Horse upper molarRRAZ Cattle premplar. 2 upper molars2 whelk shellsPhases 6 and 7RRAB Sheep tibia (almost certainly recent)RRAG Cattle scapula fragmentSheep ulna, tibia (lamb) femur, radiusfragmentHorse upper molarRed deer femur, metatarsal fragmentRoe deer. Pair mandiblesRRAV Cattle or red deer radiusSheep lower 3rd molarRabbit. Skull and pelvis","https://her.highland.gov.uk/monument/MHG7808 ; MacKie, E W. (1980) 'Dun an Ruigh Ruaidh, Loch Broom, Ross & Cromarty: excavations in 1968 and 1978', Glasgow Archaeol J, vol. 7, 1980. Page(s): 32-79  - https://www.euppublishing.com/doi/abs/10.3366/gas.1980.7.7.32"
12179,CARNOCH,,"BROCH (IRON AGE)(POSSIBLE), GALLERIED DUN (IRON AGE)",ROSS AND CROMARTY,HIGHLAND,URRAY (ROSS AND CROMARTY),NGR given to the nearest 1m,https://canmore.org.uk/site/12179/,https://canmore.org.uk/site/12179/,225071,850772,"['excavated', 'excavations', 'dug']",1,0,0,0,1,0,0,The farmer's son at Carnoch (NH 2550) dug inside the circle seven or eight years ago (F O Blundell 1913),"Blundell, F O.ˇ(1913)ˇ'Further notes on the artificial islands in the Highland area', Proc Soc Antiq Scot, vol. 47, 1912-13. Page(s): 280"
10474,"PABBAY, SEANA CAISTEAL",OLD CASTLE,"BROCH (IRON AGE)(POSSIBLE), BUILDING(S) (MEDIEVAL), CAIRN (MODERN), DUN (IRON AGE), STOCK ENCLOSURE(S) (POST MEDIEVAL)",INVERNESS-SHIRE,WESTERN ISLES,HARRIS,NGR given to the nearest 1m,https://canmore.org.uk/site/10474/,https://canmore.org.uk/site/10474/,90167,887142,['test pit'],1,0,0,0,0,0,1,recent test-pit.,Who by and unpublished?
14684,MORANGIE,TARLOGIE FARM,DUN (PREHISTORIC),ROSS AND CROMARTY,HIGHLAND,TAIN,NGR given to the nearest 1m,https://canmore.org.uk/site/14684/,https://canmore.org.uk/site/14684/,276163,883894,"['excavation', 'excavated', 'excavations', 'trench', 'test pit', 'test pits']",1,0,0,0,0,0,1,"As part of the Northern Picts Project surveys and excavations have been undertaken from 2012 to 2014 on six Atlantic roundhouses on the Tarbat Peninsula to track the nature of settlement in this landscape in the first millennium BC to AD.  Multiple restructurings of the house were evident from cleaning the interior with the exposed area a complex palimpsest of intercutting hearths, postholes and a possible furnace base of stone slabs encrusted with slag. A single rectangular stone-slab hearth and posthole were excavated to sample the structural features of the house. Possible smelting and smithing slag and a fragment of furnace lining along with a number of broken quern fragments and a pivot stone were recovered from the interior cleaning. An occupation layer overlying this rubble was dated to 370?160 BC suggesting the house was constructed and in use in the 4th to 2nd century BC. Overlying this was a possible floor layer dated to AD 25?130. The uppermost floor layer contained an early type of zoomorphic penannular brooch and was dated to AD 235?385. This sequence indicates that the house was occupied on-and-off for almost 800 years. thin lenses containing shells, animal bones and slag. This probable midden heap appeared to be built up against the E side of the house, close to the entrance and the approach to the site. The handle of a soap-stone bowl or cup and broken quern fragments were recovered from the midden.",
11904,CARN NA SEAN-CHREAG,,"FORT (PERIOD UNASSIGNED), GALLERIED DUN (IRON AGE)",ROSS AND CROMARTY,HIGHLAND,LOCHALSH,NGR given to the nearest 10m,https://canmore.org.uk/site/11904/,https://canmore.org.uk/site/11904/,181880,831470,"['excavated', 'trench', 'trenches', 'evaluation']",1,0,0,0,0,0,1,Archaeological Evaluation (20 October 2014 - 24 October 2014) Two trenches. ragment of antler.,"Mary Peteranna, Steven Birch, Cathy MacIvor and Sam Williamson ? Ross and Cromarty Archaeological Services and West Coast Archaeological Services (Source: DES) OASIS ID: rosscrom1-204823"
21445,"TIREE, DUN BORAIGE MOIRE",,"BROCH (IRON AGE)(POSSIBLE), DUN (PERIOD UNASSIGNED)",ARGYLL,ARGYLL AND BUTE,TIREE,NGR given to the nearest 10m,https://canmore.org.uk/site/21445/,https://canmore.org.uk/site/21445/,94680,747560,"['excavation', 'excavated']",1,0,0,1,0,0,0,The site was excavated by the Duke of Argyll about 1880.,E W MacKie 1963; E Beveridge 1903; C M Piggott 1954.
21450,"TIREE, DUNAN NIGHEAN",DUN NAN NIGHEAN,"ANNEXE ENCLOSURE (PERIOD UNKNOWN)(POSSIBLE), DUN (PERIOD UNASSIGNED), HUT (PERIOD UNKNOWN)(POSSIBLE), MIDDEN (IRON AGE), STRUCTURE(S) (PERIOD UNKNOWN)(POSSIBLE)",ARGYLL,ARGYLL AND BUTE,TIREE,NGR given to the nearest 10m,https://canmore.org.uk/site/21450/,https://canmore.org.uk/site/21450/,95620,740120,['excavated'],1,0,0,0,0,0,1,"excavated by Heather James (Calluna Archaeology) in March of 2022. Carbonised grain, decorated Hebridean pottery and hammerstones were among the ecofacts and artefacts recovered, suggesting an Iron Age date for occupation of the dun.","James, H.ˇ(2023)ˇBen Hynish Survey - Dunan Nighean Midden, Excavation, in Jennifer Thoms, Discovery Excav Scot, New, vol. 23, 2022. Cathedral Communications Limited, Wiltshire, England."
22470,RAHOY,"TORR AN FHAMHAIR, LOCH TEACUIS",DUN (PERIOD UNASSIGNED),ARGYLL,HIGHLAND,MORVERN,NGR given to the nearest 1m,https://canmore.org.uk/site/22470/,https://canmore.org.uk/site/22470/,163300,756440,"['excavated', 'excavations']",1,0,0,0,1,0,0,"Excavations were carried out here in 1936 and 1937 by V G Childe and W Thorneycroft. some characteristic early Iron Age artifacts. The socketed iron axe and the La Täne 1 brooch are the only clues as to the date of Rahoy and in 1955, making the then usual assumptions about the delay of southern artifacts arriving in the north, Stevenson estimated a date for the brooch in the 3rd century BC [4]. This fits well with the C-14 evidence for Tor a? Chorcain (NC40 4). However the iron axe may indicate an earlier date. It is modelled on a late Bronze Age socketed axe of a type which seems to have disappeared from use in Scotland in the 6th or early 5th centuries BC, and a date for the iron copy in the 5th century seems very likely.","Childe and Thorneycroft, V G and W.ˇ(1938b)ˇ'The experimental production of the phenomena distinctive of vitrified forts', Proc Soc Antiq Scot, vol. 72, 1937-8. Page(s): 51-5"
22613,"SEIL, DUN AORAIN",ELLANBEICH,"BUILDING (POST MEDIEVAL), DUN (PREHISTORIC), PROMONTORY FORT (PREHISTORIC)(POSSIBLE)",ARGYLL,ARGYLL AND BUTE,KILBRANDON AND KILCHATTAN,NGR given to the nearest 1m,https://canmore.org.uk/site/22613/,https://canmore.org.uk/site/22613/,174760,717168,"['excavation', 'trench']",1,0,0,0,0,1,0,"A brief trial excavation conducted by one of the Commission's officers in 1970. a few crumbs of hand-made pottery, a crude slate disc and an anvil-stone.","RCAHMS.ˇ(1970c)ˇ'Dun Aorain, Kilbrandon and Kilchattan', Discovery Excav Scot, 1970. Page(s): 64"
22954,"GALLANACH, DUN AN FHEURAIN",,DUN (IRON AGE),ARGYLL,ARGYLL AND BUTE,KILMORE AND KILBRIDE,NGR given to the nearest 1m,https://canmore.org.uk/site/22954/,https://canmore.org.uk/site/22954/,182424,726577,"['excavated', 'excavations']",1,0,0,0,1,1,0,"At the base of the stack on the west side is a midden deposit which has been excavated on a number of occasions, the finds falling into two distinct groups. The earlier group, which includes a sherd of samian ware, a bronze pin with projecting ring-head, a bronze finger-ring and a bronze strap loop, possibly by Roman origin, indicates a date about the second century AD for the building of the dun. The second group of finds, which includes an antler pottery-stamp, some bone pins with globular heads and a fragment of a composite bone comb suggest a second occupation of the site in the 6th century AD or later.; A small assemblage of animal bones and a single whetstone, at present in the Glasgow Art Galleryand  Museum, were found  on the site in May  1904; A small excavation was conducted by A J Murray in  1950, and the finds, consistingof animal bones and bone pins; Two further  trenches,dug into  the  midden  deposit  by the  Lorn  Archaeological  Society  in  1963,  complete the  knownexcavations  at  the  site (DES(1963),  8) Pottery\. Rim  sherd  of  reddish  buff  ware,  fine  texture  with  medium  grits,  marks  of  grass-impression  bothinside and out, pinched rim with slight outer bevel; 46 by 51 mm, wall 8 mm thick (NMA HD  414).2.  Triangular fragment  from  rim of samian bowl, Form 29, the lip shows signs of abrasion; 28 by 50 mm,wall  5 mm  thick.-   Five small  fragments  of fire  hardened  clay,  some of rather  sandy  texture  (OM).Bronze3.  Ring-headed pin of bent wire; the wire of the projecting head is oval in section, the  stem  has  a  moreangular  section  (1 -5 by  2 mm)  and  is slightly  bent back. Overall length  75 mm.4.  Spiral finger-ring, three coils of bronze wire with the central loop decorated. The ends of the wire areoval  in  section,  the  decorated  central  part  has  a  flattened  back  and  bevelled  front  with  vertical
108    |     PROCEEDINGS  OF  THE  SOCIETY,  1970-71incisions forming a ribbed pattern. Ring 16 mm diam., wire 1 mm in thickness at the ends and 2 mmthick at  the centre (NMA HD  410).5.  Ring, with a thickening at  one point; 22 mm diam., flat band 1 by 2 mm thick, thickening 4 mm diam.(NMA  HD  408).6.  Ring, oval section, rather flattened internally, 19 mm diam., band  1 by 2-5 mm thick (NMA HD  409).7.  Penannular  ring  of  bronze  wire;  a  thickening  of  bronze  on  either  side  of  the  opening,  possibly  abrooch,  24 by 25 mm  diam., round  section 2 to  3 mm  diam.8.  Strap-loop,  55 mm long, comprising thin plate to  which strap would  be attached  by two iron rivets,traces of which  still  survive, and  a thicker loop with a ribbed band  between.-   Wire,  185 mm'long, round  section  1-5 mm diam.Iron. All the iron  objects  are rusty  and  fragmentary.?  Point,  described  as a  'fish  spearhead',  78 mm long;  6-18 mm broad.?  Point,  or  nail, square section,  56 mm long, c 4 mm thick.?  Point,  38 mm long, 3 by 4 mm in section.?  Nail,  25 mm  long, 5 mm  diam., head  10 by  12 mm.?  Point, 73 mm .long,  c 6 mm  diam.While this paper was going through the press two unregistered pieces of iron came to light in the NationalMuseum  of Antiquities  of  Scotland;  these  had  been  cleaned  of  their  rust  and  were  in  a  better  state  ofpreservation than  the other iron  objects  from  the site.?  Fragments of a pin; the shank measuring 70 mm long, 5 mm in max.  diam., tapering to  a point;  thefragmentary  remains of the twisted- or ring-head, some 10 mm in length projecting at a slight angle tothe shank. This is the pin  described by Anderson (1895, 282) but there is insufficient  evidence to showthat  it is part  of a  fibula  and  it can  better  be explained  as  a fragmentary  ring-headed pin. As all theobjects  are  unstratified,  however, no  conclusions should  be, perhaps, drawn from  this piece.?  A  twisted strip of iron,  80 mm long,  10 mm broad  and  up  to  6 mm thick; function  not  known.Bone9.  Pin,  flat  rounded head, with  central perforation,  57 mm long.10.  Pin,  flat  head, with central perforation,  80 mm long.11.  Pin,  stem broken,  37 mm long.12.  Pin,  80 mm long, head  10 mm broad  (NMA  HD  404).13.  Pin,  broken,  80 mm long, head  12 mm broad (NMA  HD  403).14.  Pin, round head  5 by 6 mm, broken stem, 45 mm long.15.  Pin,  round  head 7 by 8 mm, pointed  stem, 45 mm long.16.  Pin, round  head, flat  top,  with  a  slight  beading at  top  and  bottom, head 4 by  5-5 mm, total  length52 mm.17.  Pin  stem, broken, 45 mm long, round  section 4 mm diam.18.  Fragment  of  a  cross-bar  of  a composite bone comb,  10  by 24 mm  and  3 mm thick,  the  outer  edgedecorated with  incised  vertical strokes,  and  the surface  with  incised  cross-hatched lines (OM).19.  Bead,  19 by 22 mm and  14 mm thick, perforated  by a hole 7 by 9 mm diam., the sides through whichthe perforation  passes have been flattened,  all other  faces  but  one are rounded  (OM).20.  Ring, worn edges, 27 mm diam., 3 mm thick, central perforation  13 mm  diam. (NMA HD  398).21.  Haft,  8 by  18 mm, groove along one  edge.22.  Handle,  or  binding strip, fragmentary,  12 by 28 mm, broken perforation  c 3-5 mm  diam.23.  Chisel, burnt, smooth on underside and on upper surface of cutting edge, 27 by 88 mm (NMA HD  395).24.  Spatula, one end broken, the other tapering to a smooth flat  face  on both sides, 75 mm long by 6 mmbroad and 4 mm thick.25.  Broken needle,  39 mm long, 3 mm broad, with a broken perforation  2 mm diam.26.  Rounded bone, one end broken, perforated  lengthwise along bone, 58 mm long, 10 by 12 mm diam.perforation  3-4 mm diam.27.  Perforated  bone, 58 mm long,  15-20 mm diam., central perforation lengthwise along bone 8-12 mmdiam.  (NMA HD  400).28.  Bone bobbin fragment  64 mm long with smooth sides,  one end flattened,  the other end  broken, withremains of lateral perforation  3 mm  diam.?  Points  or  splinters  of  bone, 40,  55,  63, 85,  87 mm long.
RITCHIE:  IRON AGE FINDS  FROM  DUN  AN FHEURAIN,  GALLANACH,  ARGYLL    |     109Antler29.  'Weaving comb', handle complete but  the  teeth broken, the stumps of  six teeth remain and  the sawcuts by which they have been shaped are visible; 112 mm long, handle!6by 30 mm  thick  (NMA  HD393).30.  Three teeth (at  present  glued together) possibly originally part  of a  heckle or  comb,  102 mm long,13 mm broad, the teeth are worn except for the upper 20 mm; the original report suggests that theyhad  been  fixed  into a  wooden haft.31.  Handle or haft,  18 by 100 mm and  10 mm thick, the back and  ends cut straight, five perforations  5 to8 mm diam. (NMA HD  401);  possible wrest-plank,  see Appendix  1.32.  Haft,  28 by 92 mm  and  4 mm thick at  the centre, three complete holes 5-6  mm diam.,  two brokenholes at  corner;  one  antler pin remains in position 27 mm long, head 6 mm diam., round section5 mm in diam. (NMA HD  402).33.  Handle, 21 by 47 mm and  6 mm thick, two perforations 3 and  9 mm diam. (NMA HD  396).34.  Pottery stamp, 70 mm long, rounded section c 9 mm diam., one end cut flat,  the other end quarteredby  cross cuts with a drilled circle in the centre of each quarter, slight traces of a groove 5 mm fromdecorated end.35.  Implement, curved, pointed  at  both  ends, central perforation  3 mm diam.,  92 mm long.36.  Point, sharpened  at  both  ends,  83 mm long,  15 mm broad  and  12 mm thick, rectangular  section  atone end, smoothed and more rounded at  the other (NMA HD  397).37.  Curved  antler implement, with rounded  outer  and  flat  inner  surfaces;  two opposing triangular  cutsat  each  end with indications of wear in the nicks,  163 mm long,  17 mm broad (NMA HD  394).38.  Curved fragment  perhaps originally part of a ring, 40 mm long, 7 mm thick (NMA HD  399).39.  Fragment of red-deer antler, 268 mm long. Y-shaped piece of main stem and tine, two of the ends arebroken but the third has a  sawn edge. A slot, 55 mm long, has been cut to make it into a haft,  orhandle; possibly part of a hand-reel; the slot has an oval centre and a rectangular  tongue at eitherend (NMA HD  416) (pi  16a).?  Antler fragment,  129 mm long, it has been sawn and pared but used as a source of material rather thanan  object  in itself (NMA HD  415).?  Points and  awls, 63 mm long (NMA HD  405); 64, 85, 91,  115 mm long.Stone40.  Disc of shale, smoothed on both faces,  57 mm diam.,  2-4 mm thick.41.  Perforated disc of micaceous schist, fragmentary, 60 mm diam., central hour-glass perforation c 9 mmdiam.,  11 mm thick.42.  Upper stone of a rotary quern of garnet Muscovite gneiss with quartz veining, 306 by 330 mm in diam.,65  mm  thick,  convex  upper  surface,  flat  grinding  surface, central perforation  narrowing  from  c90 mm to 40 mm internally. The handle-socket which completely perforates the stone is situated in aslight expansion at  one edge.43.  Lower stone of  rotary quern  of  garnet  Muscovite  gneiss,  335  by 420  mm,  smoothed grinding  areaabout  350 mm diam.,  slightly raised area around central perforation, 20 mm diam.44.  Broken upper quern-stone described  by Anderson  and  no  longer extant  (1895, 279). Quern formedfrom  a rounded boulder of greenish chloritic rock  13-5 in (343 mm) in diam., and  3-75 in  (96 mm)in thickness; the  central perforation was funnel-shaped,  narrowing from  4 in  (102 mm) to  1-25 in(33smm);  the  flat  grinding  surface  had  been re-used and  a  flat-bottomed  mould, possibly for  atriangular  crusie, hollowed out. This measured 6-75  in  (172 mm) long,  2-25 in (57 mm) broad and0-75 in (19 mm) in depth. The quern is said to have been presented (along with other objects) to theOban  Scientific  and  Literary Association, but cannot now be found.?      Whetstones; two types may be distinguished, the first are made of shaley- and micaceous-siltstone andare rectangular in section; examples measure, 19 by 95 and  11 mm thick; 17 by 74 and  6 mm thick;15  by  71  and  11 mm  thick; 7 by  71  and  6 mm  thick;  12 by  83 and  8 mm  thick  (NMA HD  413).?      Whetstones of the second group have two flattish surfaces and rounded corners, 28 by 152 and 12 mmthick; 25 by 70 and  12 mm thick; 25 by 52 and  14 mm thick; 47 by  183 and  12 mm  thick  (GAGM'55-96); 43 by  118  and  18 mm thick, both  ends broken,  Mrs Beaton, Kerrera.?      Whorl made from  a pebble, 52 by  53 mm, 7 mm thick, central hour-glass perforation 4 mm diam.(NMA HD  411).?      Whorl made from  a  flat  pebble, 50 by  52 mm, rough perforation  7 mm  diam. (NMA HD  412). Animal, bird, and fish  bonesThe  bone  material  is  mostly in  the  collections  of  the  Glasgow Art  Gallery  and  Museum and  atGallanach; GAGM material includes bovine metatarsal and molars, pig maxilla, sheep molar and possiblehorse and deer bones; bone material at Gallanach consists of remains of bovine, sheep or goat, pig, horse,possibly dog,  and antler of both red and roe deer. There are two pig lower canine teeth in the NMA (HD406 and 408) and a number of pig teeth, both canines and incisors, at Gallanach. The National Collectionalso holds a bovine horn core  105 mm long,  165 mm circumference  (NMA  HD  417);  pig maxilla, femaleover three years old (NMA  HD 418) and the hindquarters or synsacrum of a crane (Grusgrus) (NMA  HD419).  The  fish  bones,  all  of  them  vertebrae,  represent  mackerel  (Scomber  scombrus)  and  salmon  (Salmosalar)","Ritchie, J N G.ˇ(1974a)ˇ'Iron Age finds from Dun an Fheurain, Gallanach, Argyll', Proc Soc Antiq Scot, vol. 103, 1970-1. Page(s): 100-12; Robertson, A S. (1970a) 'Roman finds from non-Roman sites in Scotland', Britannia, vol. 1, 1970. Page(s): table 1"
